stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
46,380,0,0.0,0,0.999886,2316525.1,,,0.999759,3933.5,1.00014,2282.3,1.0,-3.9201975,20900,380_0_46
47,380,0,0.0,0,1.00018,2717775.17,,,0.999988,208.72,1.000371,6577.2,1.0,-4.5001507,20900,380_0_47
48,380,0,1552549.4,1,1.000059,12810598.91,,,0.999591,9607.0,1.000164,3845.0,1.0,8.330345,20900,380_0_48
49,380,0,1571661.45,1,0.99957,3959305.13,,,0.999703,34038.0,1.000231,26488.0,1.0,3.8695335,20900,380_0_49
50,380,0,2931468.42,1,0.999088,4587442.24,,,0.999088,4832.19,1.00093,4938.9,1.0,-10.570288,20900,380_0_50
51,380,0,1826634.16,-1,0.999938,4100957.43,,,0.99882,19262.32,1.000417,6827.76,1.0,-1.3101101,20900,380_0_51
52,380,0,1505174.64,1,0.999781,4707768.88,,,0.999154,13128.38,1.000173,2679.39,1.0,6.5505505,20900,380_0_52
53,380,0,6834317.17,1,0.999437,15314239.92,,,0.999835,9041.4,1.000432,23672.46,1.0,-2.170205,20900,380_0_53
54,380,0,4946378.93,1,0.999968,20570730.89,,,0.999968,3667.4,1.000323,37420.74,1.0,6.6399574,20900,380_0_54
55,380,0,4809940.66,1,0.999171,12706886.88,,,0.999733,26710.0,1.000107,10688.0,1.0,0.43034554,20900,380_0_55
56,380,0,1292790.12,1,1.000049,3259165.21,,,0.99998,435.03,1.00067,14511.0,1.0,6.469488,20900,380_0_56
57,380,0,4730151.49,1,0.999658,23525317.53,,,0.998752,12680.5,1.00015,1523.79,1.0,15.490055,20900,380_0_57
58,380,0,1712743.2,-1,0.999533,43903717.2,,,0.999066,42800.0,1.000233,10712.5,1.0,-2.6798248,20900,380_0_58
59,380,0,531728.91,1,0.999887,1588114.28,,,0.999021,71948.44,1.000103,7581.72,1.0,21.51966,20900,380_0_59
60,380,0,4030501.42,1,1.000375,8574900.93,,,0.999938,17190.0,1.000898,250526.64,1.0,9.180307,20900,380_0_60
61,380,0,573912.56,-1,0.999848,2634238.55,,,0.999848,26655.75,1.000405,71373.04,1.0,5.580187,20900,380_0_61
62,380,0,62731.88,1,1.000274,2105390.42,,,0.999035,8704.35,1.000429,3874.0,1.0,15.519857,20900,380_0_62
63,380,0,0.0,0,0.999732,5144399.13,,,0.99991,10318.72,1.000089,10208.38,1.0,-1.8501282,20900,380_0_63
64,380,0,2518822.75,1,0.998916,1813538.15,,,0.999029,71064.0,1.000097,7114.0,1.0,-1.7297268,20900,380_0_64
65,380,0,6382023.58,1,0.999828,14800394.75,,,0.999828,12252.0,1.000317,22554.72,1.0,7.1394444,20900,380_0_65
66,380,0,105979.47,1,1.00003,1058481.69,,,0.999391,18746.0,1.000137,4221.0,1.0,-4.479885,20900,380_0_66
67,380,0,4444251.0,-1,0.999942,20992286.0,,,0.999767,8573.0,1.000466,17158.0,1.0,-2.2399426,20900,380_0_67
68,380,0,2833316.38,1,1.000752,13955531.28,,,0.999226,23576.0,1.001091,33304.2,1.0,8.840561,20900,380_0_68
69,380,0,1597983.77,1,0.998735,939984.37,,,0.998735,70110.0,1.000088,4884.79,1.0,-1.9198656,20900,380_0_69
70,380,0,857404.73,1,0.995517,564469.66,,,0.999609,3847.5,1.000193,1899.21,1.0,14.590025,20900,380_0_70
71,380,0,7103936.68,-1,0.999091,10727709.81,,,0.999091,32774.4,1.000202,7291.3,1.0,-7.1001053,20900,380_0_71
72,380,0,1207290.37,1,0.99966,68627557.18,,,0.999218,45242.5,1.000156,9057.0,1.0,-6.970167,20900,380_0_72
73,380,0,89730.46,1,1.000327,3411570.33,,,0.999869,4368.0,1.000327,10925.0,1.0,-0.33020973,20900,380_0_73
74,380,0,7084250.54,1,0.999687,8519083.43,,,0.999658,5165.7,1.001139,17244.5,1.0,27.63033,20900,380_0_74
75,380,0,1429215.51,-1,0.999229,17644407.72,,,0.999229,42784.96,1.000024,1320.41,1.0,-0.50008297,20900,380_0_75
76,380,0,188960.89,-1,0.99886,2397095.27,,,0.99886,6011.0,1.000023,120.36,1.0,-8.5401535,20900,380_0_76
77,380,0,3727361.55,1,1.00008,37112575.69,,,0.999756,7710.75,1.000469,14815.2,1.0,-8.379817,20900,380_0_77
78,380,0,0.0,0,0.99912,580096.3,,,0.99912,36474.24,1.000066,2727.06,1.0,18.24975,20900,380_0_78
79,380,0,4520850.57,1,0.999613,10292469.58,,,0.999613,33909.96,1.000265,23209.42,1.0,0.62942505,20900,380_0_79
80,380,0,40359.38,1,0.99986,501933.62,,,0.997995,2890.8,1.000067,96.56,1.0,6.029606,20900,380_0_80
81,380,0,13859530.61,-1,1.001522,9084589.23,,,0.999623,13688.0,1.001522,55404.56,1.0,7.150173,20900,380_0_81
82,380,0,206406.86,1,1.000847,278414.67,,,0.996641,65101.53,1.000847,16481.5,1.0,37.009716,20900,380_0_82
83,380,0,1330093.64,1,1.000189,81000219.32,,,0.999844,176243.76,1.000189,214040.4,1.0,6.109476,20900,380_0_83
84,380,0,4553677.41,-1,0.999867,191290323.02,,,0.999774,27412.55,1.000144,17450.79,1.0,-2.8598309,20900,380_0_84
85,380,0,2791897.59,1,0.999753,1744420.84,,,0.999403,11441.0,1.001194,22923.0,1.0,1.180172,20900,380_0_85
86,380,0,1026761.12,-1,1.000332,907651.34,,,0.998379,20450.0,1.000332,4200.45,1.0,-0.51021576,20900,380_0_86
87,380,0,910686.93,-1,1.000154,13377964.88,,,0.999909,736.47,1.001009,8192.0,1.0,22.610426,20900,380_0_87
88,380,0,21663453.67,1,0.999725,54170800.37,,,0.999835,9077.75,1.000661,36341.0,1.0,-4.259944,20900,380_0_88
89,380,0,0.0,0,1.000424,15267919.5,,,0.999717,4246.0,1.000424,6373.5,1.0,2.180338,20900,380_0_89
90,380,0,1244209.43,1,0.999688,1583243.57,,,0.999553,17734.8,1.000026,1035.02,1.0,-11.870265,20900,380_0_90
91,380,0,89954.82,-1,0.99982,3403787.08,,,0.99982,21574.68,1.000122,14630.2,1.0,19.63973,20900,380_0_91
92,380,0,2526969.33,1,1.001423,708725.56,,,0.99912,282.0,1.004399,1417.45,1.0,47.769547,20900,380_0_92
93,380,0,0.0,0,0.999757,1943101.87,,,0.999757,5492.0,1.000485,10992.0,1.0,0.1001358,20900,380_0_93
94,380,0,138406.29,-1,0.999583,2568904.62,,,0.999239,2561.13,1.000484,1631.84,1.0,14.12034,20900,380_0_94
95,380,0,0.0,0,0.999544,178323260.06,,,0.999894,43854.02,1.000127,52534.08,1.0,-7.240176,20900,380_0_95
96,380,0,2452130.33,-1,1.000006,47456472.69,,,0.999364,4669.0,1.000648,4768.5,1.0,-0.9101629,20900,380_0_96
97,380,0,512589.03,1,1.000196,5501278.48,,,0.999906,5173.0,1.000389,21426.57,1.0,5.8996677,20900,380_0_97
98,380,0,302826.23,1,0.999639,949122.0,,,0.999639,22055.8,1.00077,47117.4,1.0,-4.43995,20900,380_0_98
99,380,0,1110400.72,1,0.999755,2959402.56,,,0.999755,9340.0,1.000183,7008.0,1.0,0.53048134,20900,380_0_99
100,380,0,316045.6,1,0.998704,661080.78,,,0.998704,28024.22,1.000222,4804.11,1.0,4.1496754,20900,380_0_100
101,380,0,376827.85,1,0.999405,926599.86,,,0.998283,131465.36,1.00001,793.33,1.0,-4.6801567,20900,380_0_101
102,380,0,4800590.01,1,0.999871,10665039.75,,,0.999871,4527.25,1.001031,36260.0,1.0,20.910501,20900,380_0_102
103,380,0,7575817.78,1,0.999086,6660035.3,,,0.999303,18907.37,1.000534,14508.9,1.0,-3.899932,20900,380_0_103
104,380,0,859481.55,1,0.999974,13744760.79,,,0.999974,4298.58,1.000246,39947.25,1.0,-3.5899878,20900,380_0_104
105,380,0,21656105.47,1,0.999156,36074666.42,,,0.999618,12990.0,1.000388,13195.0,1.0,-5.609989,20900,380_0_105
106,380,0,0.0,0,1.000313,4181929.64,,,0.999808,5944.0,1.00149,46322.12,1.0,5.8496,20900,380_0_106
107,380,0,0.0,0,0.999236,2179002.13,,,0.999098,11560.0,1.000135,1735.8,1.0,12.270212,20900,380_0_107
108,380,0,1825883.41,1,1.000325,3803098.99,,,0.999824,7980.25,1.000732,33228.0,1.0,-11.039972,20900,380_0_108
109,380,0,17761229.72,1,1.000206,20256563.97,,,0.999896,3263.31,1.000206,6464.0,1.0,0.12040138,20900,380_0_109
110,380,0,10592551.68,1,0.99916,46669037.28,,,0.99986,7143.0,1.00014,7145.0,1.0,-3.9297342,20900,380_0_110
111,380,0,234597.73,-1,0.999988,965255.35,,,0.999403,7605.05,1.000573,7305.97,1.0,20.329952,20900,380_0_111
112,380,0,223181666.66,1,0.999046,964294064.66,,,0.999951,92718.0,1.000016,30908.0,1.0,-4.3797493,20900,380_0_112
113,380,0,2714850.63,1,0.999901,24188793.02,,,0.999995,318.83,1.000403,26473.68,1.0,7.920265,20900,380_0_113
114,380,0,10440689.0,1,0.997433,7344116.39,,,0.997473,203740.1,1.000033,2707.1,1.0,0.5495548,20900,380_0_114
115,380,0,3096229.7,1,1.000191,10225392.72,,,0.99922,4325.2,1.000468,2598.36,1.0,24.39022,20900,380_0_115
116,380,0,3963305.94,1,0.99889,3921878.35,,,0.99884,39788.0,1.000145,4980.0,1.0,2.0098686,20900,380_0_116
117,380,0,246419.47,1,1.000537,3960488.04,,,0.999685,75376.98,1.000537,128365.16,1.0,3.260374,20900,380_0_117
118,380,0,811173.78,-1,0.999945,20378839.12,,,0.999859,11703.6,1.000944,78499.21,1.0,0.8904934,20900,380_0_118
119,380,0,692744.85,1,0.999191,1200584.77,,,0.998902,17278.0,1.001098,17316.0,1.0,-3.529787,20900,380_0_119
120,380,0,1574501.83,1,0.999562,6527573.27,,,0.999856,6872.04,1.00015,7180.33,1.0,-9.509921,20900,380_0_120
121,380,0,16074142.05,1,0.999066,13990484.95,,,0.99992,7026.0,1.000204,17921.4,1.0,-9.980202,20900,380_0_121
122,380,0,1154725.9,1,0.99966,1573246.56,,,0.99966,122065.21,1.000249,89501.58,1.0,-2.71976,20900,380_0_122
123,380,0,1019709.42,1,0.999952,43452367.84,,,0.999952,8612.0,1.000185,33336.18,1.0,-6.0397387,20900,380_0_123
124,380,0,240602.31,-1,1.000242,2228800.45,,,0.999742,6486.48,1.000408,10277.1,1.0,7.1895123,20900,380_0_124
125,380,0,1853958.57,1,1.00035,4014229.99,,,0.999958,510.5,1.001133,13799.7,1.0,12.359619,20900,380_0_125
126,380,0,9752309.65,-1,1.000269,68073802.35,,,0.999623,17346.0,1.000269,12398.0,1.0,-1.9800663,20900,380_0_126
127,380,0,4959699.89,-1,1.001456,19726404.76,,,0.999803,5596.25,1.000786,22407.0,1.0,26.409626,20900,380_0_127
128,380,0,0.0,0,0.999937,4501387.43,,,0.999937,18903.34,1.000169,51037.95,1.0,12.379885,20900,380_0_128
129,380,0,540298.55,-1,1.000201,1284440.64,,,0.999812,2520.56,1.000201,2701.65,1.0,5.1796436,20900,380_0_129
130,380,0,10706638.92,1,0.999533,44081204.76,,,0.999813,10716.0,1.000187,10720.0,1.0,-4.7701597,20900,380_0_130
131,380,0,2543581.58,1,0.999628,5087888.47,,,0.999628,4028.0,1.000372,4031.0,1.0,-5.1802397,20900,380_0_131
132,380,0,499651.92,-1,0.999573,5609559.02,,,0.999444,25597.0,1.000217,10013.84,1.0,-2.3901463,20900,380_0_132
133,380,0,0.0,0,0.999916,31296569.49,,,0.999877,6336.25,1.00039,20032.82,1.0,5.5003166,20900,380_0_133
134,380,0,302165.22,1,1.000438,2746373.09,,,0.999615,46376.55,1.000438,52871.68,1.0,1.9395351,20900,380_0_134
135,380,0,1191886.9,-1,1.000133,1885435.6,,,0.999562,77262.5,1.000133,23533.44,1.0,11.2605095,20900,380_0_135
136,380,0,619934.6,1,1.000063,1324991.99,,,0.999249,13562.77,1.000714,12906.6,1.0,0.10967255,20900,380_0_136
137,380,0,3367318.52,-1,1.000473,6946281.46,,,0.999418,5910.32,1.000649,6600.4,1.0,13.209581,20900,380_0_137
138,380,0,1223639.63,-1,0.99915,1116482.21,,,0.998905,16668.84,1.000005,81.8,1.0,-8.659959,20900,380_0_138
139,380,0,1320261.08,-1,0.999818,3781691.15,,,0.999403,24122.0,1.000149,6035.0,1.0,-12.459755,20900,380_0_139
140,380,0,9741749.24,1,1.001074,116952243.05,,,0.999927,3660.6,1.000856,43052.0,1.0,-5.5402517,20900,380_0_140
141,380,0,21153366.6,-1,0.999845,73870022.74,,,0.999513,16631.76,1.000176,6030.0,1.0,-12.310147,20900,380_0_141
142,380,0,19784869.68,1,1.000658,159531817.04,,,0.99999,8593.76,1.001603,1417183.15,1.0,2.2399426,20900,380_0_142
143,380,0,46209.18,1,1.001135,215090.83,,,0.997947,35682.0,1.001135,19782.0,1.0,25.520325,20900,380_0_143
144,380,0,25491.18,-1,0.999806,13183023.06,,,0.999715,12135.2,1.000259,11038.0,1.0,-3.5899878,20900,380_0_144
145,380,0,1037402.47,1,0.999535,5966096.07,,,0.999535,32712.96,1.000083,5844.8,1.0,-1.3798475,20900,380_0_145
146,380,0,4023034.88,1,1.000096,1230817.52,,,0.999717,2057.64,1.00218,15867.0,1.0,13.010502,20900,380_0_146
147,380,0,4814572.31,-1,1.001066,6418065.38,,,0.999917,9796.5,1.000147,17420.0,1.0,2.7799606,20900,380_0_147
148,380,0,4122382.44,1,0.999632,10619864.43,,,0.999922,13994.82,1.000067,11997.3,1.0,1.5902519,20900,380_0_148
149,380,0,3826861.48,1,0.999483,7547639.17,,,0.999315,6235.95,1.000157,1426.56,1.0,-15.950203,20900,380_0_149
150,380,0,6670646.76,1,0.999758,11836531.96,,,0.999758,10370.75,1.001074,46010.88,1.0,10.739565,20900,380_0_150
151,380,0,4474948.28,1,0.999772,68795156.6,,,0.999772,28758.0,1.00019,23975.0,1.0,-10.499954,20900,380_0_151
152,380,0,196579.28,1,1.000368,6244179.51,,,0.999925,4107.32,1.000539,29649.56,1.0,10.75983,20900,380_0_152
153,380,0,1307832.19,1,0.999513,797683.4,,,0.999513,1633.14,1.00004,133.0,1.0,11.57999,20900,380_0_153
154,380,0,0.0,0,0.999452,2314649.6,,,0.999659,22253.53,1.000074,4824.0,1.0,5.9199333,20900,380_0_154
155,380,0,465106.22,1,0.999895,2048708.44,,,0.99966,4412.72,1.000013,169.78,1.0,-6.6000223,20900,380_0_155
156,380,0,973468.75,1,0.99962,4458341.54,,,0.99962,13998.6,1.000486,17918.0,1.0,10.089874,20900,380_0_156
157,380,0,2933616.86,1,0.99981,21019416.2,,,0.99972,4464.6,1.000168,2679.96,1.0,0.3695488,20900,380_0_157
158,380,0,1907050.58,1,0.998361,2858662.27,,,0.998452,5459.0,1.000464,1641.0,1.0,13.8401985,20900,380_0_158
159,380,0,1153459.78,-1,0.999751,6958775.34,,,0.999427,47863.68,1.000156,13085.7,1.0,-0.6300211,20900,380_0_159
160,380,0,15204862.47,1,0.999843,90953590.12,,,0.999901,34316.0,1.000076,26427.94,1.0,-3.0601025,20900,380_0_160
161,380,0,3616249.84,1,0.99902,847061.52,,,0.99965,15860.0,1.000281,12743.61,1.0,-21.529793,20900,380_0_161
162,380,0,1845760.18,-1,0.999335,15626947.99,,,0.999335,44363.92,1.000034,2288.4,1.0,-1.0997057,20900,380_0_162
163,380,0,10053289.83,1,1.0001,83333020.62,,,0.999984,2062.92,1.00041,51595.0,1.0,5.5098534,20900,380_0_163
164,380,0,8234400.45,1,0.99971,9110522.19,,,0.99942,6887.0,1.001161,13798.0,1.0,23.98014,20900,380_0_164
165,380,0,2255598.01,-1,0.999596,7831248.71,,,0.999596,102318.75,1.000129,32830.0,1.0,-2.0599365,20900,380_0_165
166,380,0,4364625.15,1,1.00002,15918583.72,,,0.999766,141532.16,1.00002,11850.0,1.0,-10.629892,20900,380_0_166
167,380,0,2179172.32,1,1.000186,6846831.71,,,0.9999,1050.2,1.001995,21048.0,1.0,13.82947,20900,380_0_167
168,380,0,88040936.78,1,0.999526,537919064.46,,,0.999917,10225.0,1.000113,14010.99,1.0,-8.609891,20900,380_0_168
169,380,0,52426.81,1,1.000034,10642919.71,,,0.999602,5545.6,1.000359,4994.82,1.0,9.440184,20900,380_0_169
170,380,0,6664576.09,1,0.999874,5650239.19,,,0.999874,2058.96,1.000807,13223.98,1.0,-0.7200241,20900,380_0_170
171,380,0,3260317.77,1,1.000208,3669094.34,,,0.999884,6183.5,1.001502,80515.5,1.0,4.4202805,20900,380_0_171
172,380,0,232922.73,1,0.999786,855045.13,,,0.999786,1447.53,1.000567,3846.0,1.0,3.5905838,20900,380_0_172
173,380,0,0.0,0,0.99988,2416377.6,,,0.999779,21017.68,1.000334,31742.4,1.0,7.1299076,20900,380_0_173
174,380,0,389986.21,-1,0.99945,2393558.12,,,0.99945,11963.0,1.000035,752.4,1.0,20.149946,20900,380_0_174
175,380,0,14413435.33,1,0.999908,219311846.95,,,0.999908,20482.0,1.000093,20701.44,1.0,0.12993813,20900,380_0_175
176,380,0,529267.83,1,0.999732,17133039.89,,,0.999547,4320.8,1.000102,972.72,1.0,-3.0499697,20900,380_0_176
177,380,0,91099.13,1,1.000701,1605035.22,,,0.99977,5258.12,1.001686,38570.75,1.0,32.68957,20900,380_0_177
178,380,0,3670912.09,1,0.999476,20514613.75,,,0.999476,4237.0,1.000419,3392.8,1.0,-5.940199,20900,380_0_178
179,380,0,122370322.75,1,0.999162,233768533.6,,,0.999943,13626.32,1.000256,61625.58,1.0,-4.43995,20900,380_0_179
180,380,0,1571469.7,-1,0.999206,1965772.91,,,0.997806,5702.0,1.001306,3404.59,1.0,9.440184,20900,380_0_180
181,380,0,0.0,0,1.000892,3946693.28,,,0.999991,199.77,1.000942,19996.0,1.0,12.840033,20900,380_0_181
182,380,0,0.0,0,1.000181,5546608.33,,,0.999788,15267.0,1.000181,13032.96,1.0,-5.5402517,20900,380_0_182
183,380,0,2602772.87,-1,0.999616,52406430.9,,,0.999152,45481.92,1.00008,4311.0,1.0,-3.6299229,20900,380_0_183
184,380,0,219242.27,1,0.999943,8241801.87,,,0.999695,25766.4,1.000068,5719.05,1.0,-7.929802,20900,380_0_184
185,380,0,6981837.47,1,0.999247,13782323.75,,,0.999328,68098.32,1.000011,1099.11,1.0,9.850264,20900,380_0_185
186,380,0,9886439.0,1,0.99949,12087891.96,,,0.999933,6767.0,1.000672,67720.0,1.0,-0.20980835,20900,380_0_186
187,380,0,2268233.69,1,0.999799,16405664.29,,,0.999448,41768.27,1.00015,11389.0,1.0,-8.180141,20900,380_0_187
188,380,0,2461966.67,1,0.99964,2786426.24,,,0.99964,41774.18,1.000024,2737.35,1.0,22.740364,20900,380_0_188
189,380,0,4168302.74,1,0.999512,9438869.39,,,0.999897,3891.5,1.000411,15574.0,1.0,2.579689,20900,380_0_189
190,380,0,81833.44,-1,0.999845,14329045.46,,,0.999845,4806.56,1.000394,12241.6,1.0,12.209415,20900,380_0_190
191,380,0,36593930.23,1,0.999684,233377037.07,,,0.99999,55048.0,1.000091,485651.4,1.0,5.8698654,20900,380_0_191
192,380,0,176592.18,1,1.000431,3312934.42,,,0.999915,1356.2,1.000431,6920.19,1.0,6.6804886,20900,380_0_192
193,380,0,13114027.24,1,0.999279,27873107.66,,,0.999878,8344.0,1.000238,16276.65,1.0,-3.0499697,20900,380_0_193
194,380,0,1187598.28,1,0.999265,2528623.62,,,0.999556,14847.84,1.000719,24087.0,1.0,-1.5801191,20900,380_0_194
195,380,0,4177149.03,1,1.000011,13949805.31,,,0.999902,9232.0,1.000227,21517.55,1.0,0.5197525,20900,380_0_195
196,380,0,1793900.2,-1,1.000949,1233600.97,,,0.999914,7726.0,1.000173,15456.0,1.0,10.709763,20900,380_0_196
197,380,0,3228888.23,1,0.999214,2505128.05,,,0.999214,10590.0,1.000252,3392.32,1.0,18.980503,20900,380_0_197
198,380,0,25671736.53,-1,1.000595,57716951.08,,,0.999839,71467.32,1.000091,40225.38,1.0,3.0696392,20900,380_0_198
199,380,0,2493592.87,1,0.998892,12947425.24,,,0.999507,12988.0,1.000123,3249.0,1.0,-7.4899197,20900,380_0_199
0,380,10,2775419.55,1,1.000916,18263612.0,,,1.000232,2048.0,1.000818,10246.0,1.00033,-1.0299683,20901,380_10_0
1,380,10,0.0,0,1.00085,1364957.55,,,0.999823,2315.6,1.003933,92340.48,0.999924,6.649494,20901,380_10_1
2,380,10,11883.82,1,1.001208,3158267.01,,,1.000678,58138.08,1.001632,23806.44,1.001355,-21.950006,20901,380_10_2
3,380,10,1015179.62,1,0.99968,41859937.85,,,0.999485,21959.61,0.999826,8827.9,0.999728,-9.350181,20901,380_10_3
4,380,10,1308989.8,-1,0.999716,19638194.8,,,0.999716,62533.25,0.999943,12509.49,0.999905,-6.16014,20901,380_10_4
5,380,10,0.0,0,1.000675,1752449.42,,,1.000287,4635.6,1.000934,3865.5,1.00064,2.809763,20901,380_10_5
6,380,10,0.0,0,1.000153,3836798.82,,,0.999898,3915.5,1.002068,41202.0,1.000087,1.2004375,20901,380_10_6
7,380,10,0.0,0,0.999517,67115636.18,,,0.998673,1597.62,0.99991,13330.0,0.998805,4.630089,20901,380_10_7
8,380,10,4215613.64,1,1.000747,34877770.6,,,0.999555,247285.0,1.000747,79225.6,1.000458,3.5905838,20901,380_10_8
9,380,10,1236389.74,1,1.000115,3885875.85,,,0.999791,9274.0,1.000115,13915.5,0.99992,-3.579855,20901,380_10_9
