stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
22,450,0,35464593.78,1,0.998286,33719664.33,,,0.999326,21625.0,1.000135,4328.5,1.0,-10.769963,24750,450_0_22
23,450,0,18362205.54,1,0.999278,14566618.35,,,0.998595,5114.5,1.00045,1639.68,1.0,1.3399124,24750,450_0_23
24,450,0,822346.48,1,0.999658,16604654.32,,,0.999545,8778.0,1.000228,4392.0,1.0,-3.7699938,24750,450_0_24
25,450,0,5359672.44,1,0.999622,4996087.23,,,0.999709,11459.0,1.000145,5732.0,1.0,0.33020973,24750,450_0_25
26,450,0,5756797.16,1,0.99964,5436955.81,,,0.99964,40788.95,1.000619,70150.08,1.0,0.22053719,24750,450_0_26
27,450,0,9232214.3,1,0.999752,8199144.87,,,0.999857,11882.5,1.000909,75747.36,1.0,4.9102306,24750,450_0_27
28,450,0,923114.71,1,0.999757,9710904.37,,,0.99898,44971.5,1.000146,6432.0,1.0,-4.069805,24750,450_0_28
29,450,0,6658944.84,1,0.999632,19556061.5,,,0.999632,1881.96,1.000184,941.5,1.0,-5.9199333,24750,450_0_29
30,450,0,0.0,0,0.999775,5010894.25,,,0.999775,15285.9,1.000155,10546.0,1.0,-7.1400404,24750,450_0_30
31,450,0,5323.32,-1,0.999951,69266.98,,,0.999951,184.07,1.000625,2346.19,1.0,-22.630096,24750,450_0_31
32,450,0,1324200.33,1,0.999252,4979862.21,,,0.999252,21175.62,1.000002,66.64,1.0,1.7297268,24750,450_0_32
33,450,0,2692705.87,-1,1.000038,2140715.05,,,0.999692,8446.83,1.000038,1041.75,1.0,4.9102306,24750,450_0_33
34,450,0,11328170.4,1,1.001036,26234403.97,,,0.999361,50709.64,1.001063,84411.0,1.0,0.8404255,24750,450_0_34
35,450,0,7976785.66,1,0.999909,12750064.45,,,0.999909,1995.38,1.000575,12610.8,1.0,9.089708,24750,450_0_35
36,450,0,6342079.33,-1,0.999519,21383219.7,,,0.999145,38151.4,1.000018,802.2,1.0,-0.1001358,24750,450_0_36
37,450,0,7950176.62,1,1.001009,28451564.64,,,0.999987,215.21,1.001334,21981.0,1.0,10.279417,24750,450_0_37
38,450,0,14651259.62,1,0.999901,15856348.69,,,0.999773,118079.25,1.000028,14714.76,1.0,-2.4402142,24750,450_0_38
39,450,0,2015635.23,1,0.998818,13608136.49,,,0.997866,5186.28,1.000194,472.58,1.0,-16.97004,24750,450_0_39
40,450,0,0.0,0,0.999627,4698268.31,,,0.999851,89.4,1.000075,44.71,1.0,16.549826,24750,450_0_40
41,450,0,156449899.9,1,0.999649,402760578.74,,,0.999743,184368.73,1.000058,41900.76,1.0,-3.849864,24750,450_0_41
42,450,0,217364.03,-1,0.997743,2056902.53,,,0.997672,31020.0,1.000042,565.34,1.0,2.7894974,24750,450_0_42
43,450,0,7804424.04,1,0.999178,3644946.49,,,0.999244,45002.49,1.000506,30140.0,1.0,-8.410215,24750,450_0_43
44,450,0,8417039.48,1,0.999464,16675188.01,,,0.999464,6904.6,1.000014,181.8,1.0,-3.1399727,24750,450_0_44
45,450,0,240434788.36,1,0.999478,742874965.73,,,0.999949,21032.22,1.000137,56415.21,1.0,-1.630187,24750,450_0_45
46,450,0,438252.1,-1,1.000235,4218728.17,,,0.999995,83.27,1.000956,16670.0,1.0,1.0502338,24750,450_0_46
47,450,0,377724.87,1,1.000141,5174807.6,,,0.999968,5319.9,1.000141,23712.35,1.0,2.2995472,24750,450_0_47
48,450,0,2924979.83,1,0.999573,10575212.6,,,0.999676,19530.0,1.000648,39098.0,1.0,-1.2499094,24750,450_0_48
49,450,0,2095970.44,-1,0.999943,6637063.66,,,0.999943,5030.0,1.00034,29814.6,1.0,17.360449,24750,450_0_49
50,450,0,121694.68,1,1.00011,6649985.31,,,0.999173,48304.9,1.00011,6404.0,1.0,-9.850264,24750,450_0_50
51,450,0,469786.87,-1,0.999616,1898272.0,,,0.999616,2953.5,1.000733,5644.8,1.0,8.200407,24750,450_0_51
52,450,0,495179.3,-1,0.999958,3933238.03,,,0.999863,21118.0,1.000147,22708.3,1.0,-3.669858,24750,450_0_52
53,450,0,1688511.78,1,0.999872,10991564.8,,,0.999419,17640.0,1.000099,3000.84,1.0,-1.4001131,24750,450_0_53
54,450,0,12604800.0,1,0.999376,27231105.26,,,0.999376,42445.52,1.0006,40863.0,1.0,-8.599758,24750,450_0_54
55,450,0,5924568.71,1,0.999705,10029761.66,,,0.999886,5522.0,1.000972,46988.0,1.0,-0.590086,24750,450_0_55
56,450,0,0.0,0,0.999984,19261534.68,,,0.999876,9237.0,1.000309,23010.09,1.0,-9.490252,24750,450_0_56
57,450,0,6158961.92,1,0.999922,15482522.27,,,0.999922,1967.88,1.001954,49297.0,1.0,3.6597252,24750,450_0_57
58,450,0,14486441.11,-1,0.999441,56654034.03,,,0.999106,447.03,1.000894,447.83,1.0,-4.5901537,24750,450_0_58
59,450,0,6989996.68,1,0.999469,3463298.98,,,0.999251,11163.42,1.000339,5058.9,1.0,1.180172,24750,450_0_59
60,450,0,205081.11,-1,0.999925,18797638.12,,,0.999784,21664.8,1.000419,42081.93,1.0,7.480383,24750,450_0_60
61,450,0,0.0,0,0.999504,1001815.44,,,0.999504,27470.96,1.0007,38853.54,1.0,9.750128,24750,450_0_61
62,450,0,352591.36,-1,0.99932,1276418.36,,,0.998746,19424.6,1.000212,3294.48,1.0,-14.650226,24750,450_0_62
63,450,0,1096103.65,1,0.999576,4739271.17,,,0.999576,16977.0,1.000283,11326.0,1.0,-1.7601252,24750,450_0_63
64,450,0,514520.42,-1,0.999127,5665499.3,,,0.999127,7788.96,1.000097,866.28,1.0,-0.590086,24750,450_0_64
65,450,0,3424120.55,1,1.000044,14872578.31,,,0.99979,31464.0,1.000044,6609.12,1.0,-9.679794,24750,450_0_65
66,450,0,1471246.91,-1,0.999754,435916.28,,,0.999754,4946.13,1.000391,7856.0,1.0,3.7395954,24750,450_0_66
67,450,0,12221659.9,-1,1.000607,17960817.04,,,0.999485,1496.4,1.000687,1997.6,1.0,11.75046,24750,450_0_67
68,450,0,2704287.62,1,0.999659,15111997.37,,,0.999475,38013.5,1.000211,15325.29,1.0,-3.4201145,24750,450_0_68
69,450,0,10667.87,1,1.001371,1351604.39,,,0.999395,78693.12,1.001371,178742.85,1.0,16.789436,24750,450_0_69
70,450,0,148659.83,1,1.001348,478198.36,,,0.999582,2501.72,1.001348,8074.08,1.0,11.969805,24750,450_0_70
71,450,0,6294190.07,1,0.999491,23842896.97,,,0.999865,49048.4,1.000198,72154.0,1.0,-7.709861,24750,450_0_71
72,450,0,43976451.9,1,1.000056,59625459.7,,,0.999797,38556.0,1.000264,50146.2,1.0,3.2794476,24750,450_0_72
73,450,0,1788482.98,1,0.999434,4119119.78,,,0.999434,16588.79,1.000055,1610.0,1.0,-4.9501657,24750,450_0_73
74,450,0,1709478.4,1,0.999649,8083919.06,,,0.998559,7327.5,1.000058,293.54,1.0,6.4003468,24750,450_0_74
75,450,0,17492484.32,1,0.999522,20060872.43,,,0.999568,1296.06,1.000864,2595.48,1.0,3.9803982,24750,450_0_75
76,450,0,1982169.9,-1,0.999919,2814647.75,,,0.999597,6204.0,1.000403,6209.0,1.0,0.08940697,24750,450_0_76
77,450,0,5112610.9,1,1.000686,49653104.5,,,0.999948,678.3,1.000774,10182.9,1.0,3.0195713,24750,450_0_77
78,450,0,50409.96,1,1.000032,460895.94,,,0.99887,64801.0,1.000032,1816.71,1.0,4.6503544,24750,450_0_78
79,450,0,2586361.11,1,1.000059,9824232.81,,,0.999254,14184.63,1.000059,1130.22,1.0,-5.570054,24750,450_0_79
80,450,0,440240.77,1,1.000245,585084.26,,,0.999698,5489.0,1.000609,11097.88,1.0,-9.549856,24750,450_0_80
81,450,0,6447880.96,1,1.000078,20372655.08,,,0.999846,50675.76,1.00031,101981.25,1.0,0.859499,24750,450_0_81
82,450,0,644707.89,1,1.001138,105471.74,,,0.996984,131779.2,1.001138,49911.1,1.0,5.120039,24750,450_0_82
83,450,0,53680447.69,1,0.999058,94091945.09,,,0.999731,65340.0,1.000068,16548.47,1.0,9.709597,24750,450_0_83
84,450,0,39139102.83,1,0.999361,243500603.22,,,0.999846,52576.75,1.000007,2474.6,1.0,-6.4897537,24750,450_0_84
85,450,0,0.0,0,1.000947,1204126.36,,,0.999717,650.08,1.001132,2604.0,1.0,21.330118,24750,450_0_85
86,450,0,272404.66,-1,1.000374,1712043.47,,,0.998342,10438.0,1.00078,4924.0,1.0,15.690327,24750,450_0_86
87,450,0,13059571.61,1,0.999301,11233058.1,,,0.999419,8459.0,1.000128,1862.3,1.0,1.6105175,24750,450_0_87
88,450,0,4381286.14,-1,1.000324,114199982.58,,,0.999974,1484.64,1.000648,37141.0,1.0,10.219812,24750,450_0_88
89,450,0,12915355.77,1,0.999378,23057329.1,,,0.999378,60902.6,1.000802,78696.0,1.0,-1.5902519,24750,450_0_89
90,450,0,481563.66,-1,0.999578,2977960.1,,,0.999437,3552.5,1.000563,3556.5,1.0,7.380247,24750,450_0_90
91,450,0,379856.98,1,1.000417,16233865.77,,,0.999466,4623.52,1.000607,5260.0,1.0,5.760193,24750,450_0_91
92,450,0,642511.84,1,0.999296,1044727.69,,,0.997903,128920.5,1.000028,1722.6,1.0,-3.4701824,24750,450_0_92
93,450,0,126947.64,1,1.000365,3542784.38,,,0.999625,8100.0,1.000365,7889.84,1.0,9.640455,24750,450_0_93
94,450,0,1525144.85,-1,0.999095,895948.79,,,0.999038,9022.0,1.000074,694.72,1.0,-6.8098307,24750,450_0_94
95,450,0,102902715.43,1,0.999332,128278537.65,,,0.99998,10797.0,1.000073,40276.54,1.0,0.13947487,24750,450_0_95
96,450,0,24925970.55,1,0.999331,33479044.95,,,0.999554,35864.0,1.000223,17944.0,1.0,-9.549856,24750,450_0_96
97,450,0,1111153.17,1,0.999699,9548198.07,,,0.999171,4726.0,1.000017,94.6,1.0,1.0704994,24750,450_0_97
98,450,0,90127.31,1,1.000582,3208093.03,,,0.999198,74965.26,1.000582,54521.43,1.0,8.430481,24750,450_0_98
99,450,0,172833.32,-1,0.99941,4964834.35,,,0.99941,41699.2,1.000047,3314.81,1.0,12.459755,24750,450_0_99
100,450,0,252162.91,1,1.000375,447018.68,,,0.998117,11850.02,1.000375,2365.62,1.0,13.870001,24750,450_0_100
101,450,0,0.0,0,0.99934,3794380.66,,,0.999242,19941.3,1.000505,13311.0,1.0,7.2705746,24750,450_0_101
102,450,0,1892585.83,-1,1.000055,6776376.86,,,0.999179,15264.6,1.000797,14844.0,1.0,6.8604946,24750,450_0_102
103,450,0,3003119.72,1,0.999792,6100880.52,,,0.999711,19566.72,1.000115,7805.07,1.0,-2.1100044,24750,450_0_103
104,450,0,378431.86,-1,0.999546,12727164.92,,,0.999864,17260.56,1.000182,23115.75,1.0,0.79989433,24750,450_0_104
105,450,0,14628998.41,1,0.999663,27266492.72,,,0.999922,23166.0,1.000052,15446.0,1.0,-4.4101477,24750,450_0_105
106,450,0,146062.99,1,1.000269,3685928.17,,,0.999655,9770.0,1.001292,36697.5,1.0,1.180172,24750,450_0_106
107,450,0,355587.06,-1,0.999269,11995602.2,,,0.999301,32441.33,1.000653,30360.0,1.0,-13.409853,24750,450_0_107
108,450,0,2670525.15,-1,0.999678,8880205.87,,,0.999181,10260.52,1.000241,3021.0,1.0,11.099577,24750,450_0_108
109,450,0,6314504.78,1,0.999826,23710779.51,,,0.999826,56435.84,1.000135,43570.02,1.0,-0.06020069,24750,450_0_109
110,450,0,26507380.85,1,0.999403,115038392.93,,,0.999548,48823.68,1.000128,13800.0,1.0,0.90003014,24750,450_0_110
111,450,0,262007.0,1,0.999426,888005.5,,,0.999426,7357.0,1.001328,17058.6,1.0,-3.8802624,24750,450_0_111
112,450,0,205827532.89,1,0.999761,840353878.96,,,0.999876,91329.12,1.000047,34648.02,1.0,-3.8701296,24750,450_0_112
113,450,0,3151565.04,1,1.000264,12252049.68,,,0.999841,9837.62,1.000396,24607.7,1.0,-1.1497736,24750,450_0_113
114,450,0,1878708.23,1,1.000145,4171098.68,,,0.999992,1575.92,1.000195,39603.03,1.0,2.449751,24750,450_0_114
115,450,0,1689417.17,1,0.999404,11770664.5,,,0.998409,18255.51,1.00035,4020.0,1.0,9.77993,24750,450_0_115
116,450,0,3630086.03,1,0.999009,5407876.76,,,0.999009,2096.64,1.000496,1049.88,1.0,-5.4198503,24750,450_0_116
117,450,0,121586.7,-1,0.999367,455741.66,,,0.999367,140742.74,1.000446,99263.16,1.0,-4.069805,24750,450_0_117
118,450,0,17272589.75,-1,0.999454,17802472.92,,,0.998698,133298.0,1.000091,9343.88,1.0,-4.900098,24750,450_0_118
119,450,0,110312.54,-1,0.999352,1472794.92,,,0.998556,27252.73,1.000147,2778.65,1.0,-0.039935112,24750,450_0_119
120,450,0,0.0,0,0.999383,3823523.1,,,0.999383,41207.5,1.000026,1711.6,1.0,2.169609,24750,450_0_120
121,450,0,4528132.41,1,0.999752,10436679.58,,,0.999752,35628.96,1.000066,9555.0,1.0,2.4998188,24750,450_0_121
122,450,0,0.0,0,0.999922,4459709.09,,,0.999922,81351.36,1.000587,610006.6,1.0,7.339716,24750,450_0_122
123,450,0,8533324.04,1,0.999974,51379808.83,,,0.999463,23448.0,1.000358,15646.0,1.0,-7.799864,24750,450_0_123
124,450,0,0.0,0,1.001656,2317291.97,,,0.999943,233.52,1.001999,8248.5,1.0,-32.050014,24750,450_0_124
125,450,0,0.0,0,1.0009,4861402.85,,,0.998962,50458.48,1.0009,43829.96,1.0,-4.580021,24750,450_0_125
126,450,0,32120194.3,1,0.99969,61906335.05,,,0.999837,28154.88,1.000133,23018.0,1.0,0.13947487,24750,450_0_126
127,450,0,20137865.62,1,0.999182,9187053.79,,,0.999319,11655.2,1.001514,25989.78,1.0,-2.8300285,24750,450_0_127
128,450,0,764281.41,1,0.999853,8948031.35,,,0.999853,15524.0,1.00011,11646.0,1.0,-10.550022,24750,450_0_128
129,450,0,178870.99,-1,0.999743,3598027.15,,,0.999743,10944.0,1.000473,20151.68,1.0,-11.060238,24750,450_0_129
130,450,0,18279168.33,1,0.999724,35313658.28,,,0.999911,21388.0,1.000192,46104.07,1.0,0.23961067,24750,450_0_130
131,450,0,482807.11,1,0.999691,6827362.36,,,0.999848,13050.3,1.000005,445.69,1.0,-2.3001432,24750,450_0_131
132,450,0,2533972.19,1,0.999408,6363075.46,,,0.999451,46114.0,1.000275,23076.0,1.0,-5.930066,24750,450_0_132
133,450,0,6181395.74,1,1.000285,35065394.89,,,0.999805,5309.44,1.001149,31274.0,1.0,-7.069707,24750,450_0_133
134,450,0,1066982.46,1,1.000572,2973049.85,,,0.999501,34632.72,1.001642,114294.96,1.0,11.119843,24750,450_0_134
135,450,0,1633936.82,1,0.999853,2389453.03,,,0.999853,9608.0,1.000269,17565.93,1.0,-7.110238,24750,450_0_135
136,450,0,0.0,0,0.999951,2024379.2,,,0.999634,10029.72,1.000268,7337.7,1.0,-2.0498037,24750,450_0_136
137,450,0,8413565.61,-1,1.000041,18736766.23,,,0.99997,4887.4,1.000113,18155.8,1.0,-16.00027,24750,450_0_137
138,450,0,9351080.38,1,0.999229,2409273.34,,,0.999595,18053.2,1.002579,115227.0,1.0,11.210442,24750,450_0_138
139,450,0,2081966.57,1,0.999723,6168229.06,,,0.999723,11794.8,1.000231,9834.0,1.0,9.510517,24750,450_0_139
140,450,0,62189090.79,1,0.999253,98727523.12,,,0.999547,25462.5,1.000136,7643.25,1.0,-0.1001358,24750,450_0_140
141,450,0,46764000.06,1,0.999054,62310217.94,,,0.999668,32597.5,1.000434,42670.23,1.0,10.260344,24750,450_0_141
142,450,0,78054349.99,1,0.999832,175084283.21,,,0.999832,48808.8,1.000702,203547.0,1.0,0.04053116,24750,450_0_142
143,450,0,0.0,0,0.997691,44299.12,,,0.997691,29536.65,1.001797,23082.4,1.0,3.2401085,24750,450_0_143
144,450,0,6971499.16,1,0.999689,10516608.92,,,0.999689,7141.0,1.000389,8932.5,1.0,6.3705444,24750,450_0_144
145,450,0,2103765.92,-1,1.000163,857120.18,,,0.999431,14173.89,1.000529,13205.22,1.0,8.330345,24750,450_0_145
146,450,0,0.0,0,0.999595,8036276.74,,,0.999454,1706.16,1.000227,711.45,1.0,1.5795231,24750,450_0_146
147,450,0,1269537.3,1,0.999743,7297531.02,,,0.999743,16766.68,1.00005,3263.0,1.0,-0.42021275,24750,450_0_147
148,450,0,5115438.21,1,0.999722,12919449.75,,,0.999874,33203.52,1.000025,6654.89,1.0,-10.039806,24750,450_0_148
149,450,0,3831701.18,1,0.999871,10243093.86,,,0.999962,661.83,1.001276,22090.0,1.0,3.7395954,24750,450_0_149
150,450,0,5036683.82,-1,0.999864,16747570.66,,,0.999917,15917.16,1.000392,75073.68,1.0,10.429621,24750,450_0_150
151,450,0,24609729.58,1,0.999317,108438969.93,,,0.999733,52954.0,1.000148,29329.44,1.0,-0.46014786,24750,450_0_151
152,450,0,2801944.93,1,1.000478,9805402.06,,,0.999838,12176.32,1.002528,190179.9,1.0,12.459755,24750,450_0_152
153,450,0,702070.3,-1,1.000009,766223.76,,,0.999398,20989.88,1.000009,311.03,1.0,6.1905384,24750,450_0_153
154,450,0,1488087.4,1,0.999809,1517678.64,,,0.999809,24805.0,1.000253,32937.6,1.0,2.1398067,24750,450_0_154
155,450,0,5769463.39,1,0.998807,3285827.05,,,0.998929,8207.0,1.000268,2054.5,1.0,-2.2900105,24750,450_0_155
156,450,0,786959.55,1,0.998896,1982556.32,,,0.998896,49150.2,1.000272,12140.9,1.0,5.5503845,24750,450_0_156
157,450,0,14318908.74,1,1.000227,19873139.16,,,0.999885,11458.72,1.001253,124989.0,1.0,-7.240176,24750,450_0_157
158,450,0,451833.31,-1,0.999323,7617498.08,,,0.999323,11160.76,1.000005,87.94,1.0,1.8405914,24750,450_0_158
159,450,0,3384129.88,1,0.999374,5003695.24,,,0.999834,4894.5,1.000242,7148.89,1.0,-2.9599667,24750,450_0_159
160,450,0,41398485.34,1,0.999444,70889865.79,,,0.999601,31005.18,1.000123,9574.5,1.0,-6.5100193,24750,450_0_160
161,450,0,159711.08,-1,0.998984,546186.17,,,0.998984,30879.0,1.000352,10723.77,1.0,-7.1698427,24750,450_0_161
162,450,0,7648237.27,1,0.999536,11609883.45,,,0.999719,4919.1,1.000938,16417.0,1.0,24.609566,24750,450_0_162
163,450,0,41479534.19,1,0.999482,74380941.77,,,0.999663,20407.75,1.000205,12450.5,1.0,-7.8999996,24750,450_0_163
164,450,0,3414863.21,1,0.999838,14657509.29,,,0.999838,4410.0,1.000178,4852.65,1.0,1.3196468,24750,450_0_164
165,450,0,1744720.1,-1,1.000602,5188016.96,,,0.999736,53072.46,1.000314,63062.12,1.0,20.979643,24750,450_0_165
166,450,0,3755021.62,1,1.000187,15240162.72,,,0.99993,11664.0,1.000187,31112.0,1.0,0.3004074,24750,450_0_166
167,450,0,221105.47,-1,0.999742,5290246.76,,,0.999742,10112.0,1.000137,5361.48,1.0,3.4499168,24750,450_0_167
168,450,0,86784853.42,1,0.999754,373764727.22,,,0.999669,487233.62,1.000008,11810.0,1.0,-4.1502714,24750,450_0_168
169,450,0,1881301.41,1,1.000422,11564010.59,,,0.999672,6435.45,1.001564,30703.0,1.0,-4.8297644,24750,450_0_169
170,450,0,756286.89,-1,0.999855,5775965.27,,,0.999855,11075.08,1.000474,36238.72,1.0,2.900362,24750,450_0_170
171,450,0,2299569.65,1,0.999649,7892052.42,,,0.998627,22041.6,1.00002,323.01,1.0,-7.389784,24750,450_0_171
172,450,0,69595.02,-1,0.999133,1421051.42,,,0.999531,7919.1,1.000326,5510.04,1.0,0.82969666,24750,450_0_172
173,450,0,225749.58,1,1.000175,1380406.45,,,0.999627,32123.2,1.000275,23706.2,1.0,12.439489,24750,450_0_173
174,450,0,783517.74,-1,0.999235,1230273.98,,,0.999915,1470.0,1.000595,10311.71,1.0,-5.5497885,24750,450_0_174
175,450,0,83497864.68,1,0.999577,219694238.33,,,0.999821,30413.11,1.000145,24634.0,1.0,-6.740093,24750,450_0_175
176,450,0,16584890.97,1,0.999415,24956604.62,,,0.999709,7012.24,1.000297,7152.6,1.0,8.250475,24750,450_0_176
177,450,0,577234.5,1,1.000325,1962930.0,,,0.999098,6925.0,1.000541,4161.0,1.0,-7.6001883,24750,450_0_177
178,450,0,0.0,0,0.99948,5538748.88,,,0.999624,2364.7,1.000055,347.9,1.0,-9.760261,24750,450_0_178
179,450,0,93624658.92,1,0.999907,182074602.62,,,0.999988,12340.0,1.000191,204638.65,1.0,3.8695335,24750,450_0_179
180,450,0,0.0,0,1.000816,1365101.37,,,0.999799,2152.77,1.000816,8737.92,1.0,4.6896935,24750,450_0_180
181,450,0,0.0,0,1.000143,4533353.68,,,0.999967,1702.1,1.000848,43441.8,1.0,28.92971,24750,450_0_181
182,450,0,275499.2,-1,0.999978,5397722.21,,,0.999978,529.98,1.000393,9640.0,1.0,-0.6598234,24750,450_0_182
183,450,0,28174162.82,1,0.998869,47056671.07,,,0.998869,437864.0,1.000016,6200.71,1.0,-5.170107,24750,450_0_183
184,450,0,4445079.14,1,1.000419,6821218.65,,,0.999573,4728.5,1.000947,10511.7,1.0,11.630058,24750,450_0_184
185,450,0,709562.06,1,1.000076,11576904.58,,,0.999683,6099.2,1.000174,3356.21,1.0,10.910034,24750,450_0_185
186,450,0,3585420.28,1,0.999798,17943109.16,,,0.99964,33845.5,1.00027,25416.0,1.0,5.5599213,24750,450_0_186
187,450,0,2770644.04,1,0.999881,15511038.76,,,0.999881,6813.18,1.000119,6814.8,1.0,-0.770092,24750,450_0_187
188,450,0,714418.25,-1,0.999992,7536104.62,,,0.999992,141.3,1.000629,11656.82,1.0,-1.7499924,24750,450_0_188
189,450,0,4769472.27,1,0.999892,10619202.29,,,0.999252,19744.12,1.000148,3905.5,1.0,-3.029704,24750,450_0_189
190,450,0,5029375.17,1,0.999907,13186274.97,,,0.999907,1906.56,1.000579,11924.0,1.0,-4.259944,24750,450_0_190
191,450,0,75099873.43,1,0.999952,170295422.04,,,0.999952,52944.0,1.000349,388410.0,1.0,-3.489852,24750,450_0_191
192,450,0,3317851.72,1,1.000112,2996678.76,,,0.999663,8016.6,1.000561,13373.0,1.0,5.5396557,24750,450_0_192
193,450,0,12788916.68,1,0.999878,27402747.12,,,0.999878,18378.0,1.000041,6127.0,1.0,-0.97990036,24750,450_0_193
194,450,0,0.0,0,0.999214,1286892.81,,,0.999615,9980.0,1.000015,399.36,1.0,-6.750226,24750,450_0_194
195,450,0,5150190.3,-1,0.999827,16797706.47,,,0.999827,8669.0,1.000173,8672.0,1.0,-11.489987,24750,450_0_195
196,450,0,815216.98,-1,0.999548,3937475.7,,,0.999548,12171.0,1.000041,1095.93,1.0,-5.570054,24750,450_0_196
197,450,0,0.0,0,1.000173,4736668.18,,,0.999448,19410.57,1.000483,17013.92,1.0,-11.659861,24750,450_0_197
198,450,0,25014125.99,1,0.999709,55935529.01,,,0.999952,5152.5,1.000194,20656.23,1.0,9.000301,24750,450_0_198
199,450,0,3964615.86,1,0.999649,11381769.0,,,0.999649,39494.0,1.000003,338.64,1.0,-4.0000677,24750,450_0_199
0,450,10,6118089.72,1,1.000079,13288804.84,,,0.999912,43608.78,1.000079,12624.13,1.000042,-5.9598684,24751,450_10_0
1,450,10,1288621.66,1,1.000025,1611797.2,,,0.999633,4282.95,1.000025,2040.3,0.999898,16.089678,24751,450_10_1
2,450,10,5388325.57,1,1.000314,4719407.8,,,0.999269,40170.0,1.00106,1810.89,1.000983,-0.14007092,24751,450_10_2
3,450,10,11934578.93,1,0.999806,58156194.96,,,0.999452,3166.72,0.999957,39604.0,0.99949,6.4897537,24751,450_10_3
4,450,10,7557828.35,1,1.000344,17312436.49,,,0.999792,26627.58,1.000344,181.24,1.00034,-8.4501505,24751,450_10_4
5,450,10,939468.52,-1,1.000316,4191767.1,,,1.000316,970.08,1.000687,25878.4,1.000329,-8.400083,24751,450_10_5
6,450,10,0.0,0,1.000411,9121870.29,,,0.998992,35214.0,1.000865,3528.0,1.000695,-5.4097176,24751,450_10_6
7,450,10,45367419.97,1,1.000244,56532489.21,,,0.999426,29347.57,1.000661,8995.05,1.000372,-6.520152,24751,450_10_7
8,450,10,18621607.88,1,1.000094,41361268.81,,,0.999029,280566.89,1.000432,44508.64,1.00024,-1.450181,24751,450_10_8
9,450,10,457274.58,-1,0.999615,4296871.75,,,0.999615,13271.5,0.999901,8244.66,0.999791,8.0394745,24751,450_10_9
